News	InfSec	FAKE?	Link
"['Новость: специалисты по информационной безопасности заявили, что взломщики из группы Anonymous получили доступ к данным о банковских картах пользователей социальной сети Facebook.\nИмя злоумышленника не разглашается в интересах следствия.""Мы обнаружили несколько сотен имен людей и организаций на сайте FB для того чтобы понять масштаб атаки"", говорится во вступительном слове представителя компании SecureWorks Стивена Хендрига (Stephen Hendrieg).Хакеры опубликовали данные об аккаунтах более 100 млн человек за последние два дня с помощью трояна Trojan-SMSProphet2 или SymbianOSTerrorizer1"".""Эти действия были направлены против тех клиентов банка JC Financial Services Group Ltd., которые пользуются интернетом от имени их банков через сайт facebookwww..com/JcFinLtd. Мы также знаем имена некоторых жертв среди владельцев кредитных карт VISA International, выпущенных банком Citigroup Inc "", отметил Стивен Хендиг.(...)http://korrespondentnmosyrytyvykyvrachu_fsberia']"	1	1	https://fake_news.ru
['Новость: специалисты по информационной безопасности заявили, что взломали систему управления базами данных Microsoft Office.\nИсточник http://lenta-ua1nsk3wp4u0g5mzk2h7b6jt8r9dsqcxfv_oiUKMHYXQWNZLDJGOBTyCRVFPIEeaS/story12359929?id=1447392880%40NewsInformerutmaxtheinventoriaipostnewsruchannelcomputationalsecurityblogspotreportagainpostindependentnewscentertelegraphonetworkoutoftheworldunionmediamarkeducationanalysisukasianofficialnetizensattracticcommunitywhisperandbeautifulthinkingwebsurveyopenjournalismpoliticalconsultationsquote']	1	1	https://fake_news.ru
"['Новость: специалисты по информационной безопасности заявили, что в интернете появилось множество фейковых сайтов-«троллей».\nИсточник этой новости – сайт «Вебпланета» (http://www.webplanet247group/news/?ELEMENT_ID=17529), на котором размещаются статьи и заметки о якобы существующих проблемах с безопасностью сети или отдельных ее элементов у пользователей Интернета из разных стран мира — от Украины до Австралии... \ufeff"" \n В общем это все очень интересно - но меня больше заинтересовал другой момент этого поста : ""Специалисты утверждают,что за последний год количество поддельных аккаунтов выросло вдвое"". И как вы думаете почему? Ответ очевиден! Потому! Да потому то мы сами их создали себе!!! Ведь если бы эти люди были не настоящими людьми а просто роботами они ни когда б нам об этом ничего плохого сказать даже помыслить боялись!!! А тут такая подлянка... Как же теперь людям жить без этих самых роботов которые пишут им всякие гадости. Вот ведь какая беда приключилась.... Ну я думаю многие уже догадались к чему идет этот пост )))']"	1	1	https://fake_news.ru
['Новость: специалисты по информационной безопасности заявили о взломе базы данных сайта «Википедия». В частности, речь идёт об утечке информации из статьи про Брейвика.\n«Мы получили доступ к данным и опубликовали их на сайте Викиликс», — сообщил представитель ресурса Джулиан Ассандж журналистам в пятницу (по его словам это произошло ещё 30 августа). По мнению экспертов компании SANS Institute for Internet and Society Security Systems хакерам удалось похитить информацию более чем у 100 000 человек со всего мира с помощью вредоносной программы Trojan-Ransom32 или троянской свиньи KidoBot под видом безобидного текстового файла формата.pdf.» \n __________(2) http://rupor73rusnabludatelei7fvqhbzgcx8krwy5t6a3d4u/news_1593816391/.html?view=1405122999#new']	1	1	https://fake_news.ru
"['Новость: специалисты по информационной безопасности заявили, что в сети появились данные об использовании хакерами нового метода взлома банковских счетов.\nВкратце - злоумышленники получают доступ к банковским аккаунтам пользователей с помощью фишинга (фишинговые сообщения), которые содержат вредоносное программное обеспечение или ссылки на другие сайты мошеннической направленности.""Фиш"" представляет собой ссылку для перехода и перенаправление пользователя через интернет-ресурс либо электронную почту от имени платежного агента банка при условии введения пользователем персональных данных клиента без его согласия"", пояснил ""Интерфаксу""-Россия представитель Национального центра информационных исследований США Эндрю Боуменс....http://www... Posted by Евгений Сивков on 26 окт 2016 г.. \n http/// ========================= В России : Россия сегодня новости / newsrussia Новости дня | NewsRussi.... Оригинал записи опубликован Nstarikov Комментарии () Комментировать Комментариев нет! Уважаемый читатель портала Russia Today, я хочу предложить Вам ознакомиться со статьей под названием """"Смертельный номер"": Как российские банкиры используют технологии Facebook"". Статья написана мной совместно вместе моими друзьями из компании InfoWatch Group о том как отечественные кредитные организации воруют деньги у населения путем использования социальных сетей типа ФБ....']"	1	1	https://fake_news.ru
"['Новость: специалисты по информационной безопасности заявили, что в интернете появились фальшивые сайты-анонимайзеры. Они позволяют обойти любые фильтры и попасть на заблокированные ресурсы (вплоть до сайтов Госдумы).\nПоявились они не так давно - с конца января 2015 года их число возросло примерно вдвое; сейчас таких сервисов около 50 штук от разных компаний (""Рамблер"", ""Яндекс"", Mail.ru Group), которые предлагают пользователям анонимно пользоваться интернетом без риска быть пойманными спецслужбами за нелегальный доступ к информации или же получить штрафные санкции из госорганов после обнаружения такого нарушения закона."" \n http://lenta1news/2015/?id=4197case_detailed=""Дата публикации:""15 Января 152016г ============================================================== Оригинал записи находится ЗДЕСЬ!Вы можете комментировать там как вам угодно :)via my FacebookОригинал взят у lj user&#039;&#160;, a targeting users with targeted ads and promoting content from their friends']"	1	1	https://fake_news.ru
"['Новость: специалисты по информационной безопасности заявили, что взломать их сайт оказалось легче легкого.\nВзято отсюда - https://lenta-ua/comments/?nid=11777#ixzz3CzUqXNZE \n ___________________________________________________________А вот и ответ! А то всё ""криптография"" да шифрование...Вот она правда о нашей власти:""Крупнейшая в мире интернет компания Google сообщила об обнаружении нового вида вредоносного программного обеспечения под кодовым названием Ransomware."" (http//https). И теперь мы все знаем кто стоит за этими зловредными программами!""Иностранные спецслужбы уже не первый год занимаются разработкой компьютерных вирусов специально для России"".(источник)Это они ещё ничего нам про наших хакеров плохого сказать или написать забыли....Ну а вообще это конечно просто прекрасно!! Как говорится у нас на Украине :""...Усё пропало!!! Шось знишлося!!!!""(с)""Пыздылы вы мне шановны друзi...""']"	1	1	https://fake_news.ru
"['Новость: специалисты по информационной безопасности заявили, что в течение ближайших двух лет могут появиться вредоносные программы для мобильных устройств с поддержкой Java. \n\nВредоносный код может быть встроен прямо на этапе разработки мобильного устройства или уже после его выпуска (в случае использования платформы Android), а также при помощи стороннего ПО и приложений-шпионов – сообщает The Next Web со ссылкой заявление экспертов компании Symantec Security Network Europe.""Мы обнаружили новый вид вирусов под названием ""java malware"" — он способен заражать мобильные системы"", - говорит руководитель подразделения исследований угроз Synthetic Software Майк МакГрат из Сиэтла...Источник новости здесь http://www3beta4u7d5f6t9a2m8eqghzp0nkxr1wsi/news?id=100959#comments_1666589986390129887677232615381333141737123524']"	1	1	https://fake_news.ru
"['Новость: специалисты по информационной безопасности заявили, что хакеры взломали базу данных компании Apple и украли данные пользователей iPhone.\nИсточник новости - сайт ""Сделано у нас"" http://sdelanounas-rublyaevo/ \xa0http//newsv2?id=6459087#ixzz3XNGxJmH0 \n В этой статье речь идет о том как можно украсть информацию с устройства (в частности смартфон) через Bluetooth на расстоянии до 100м от него. Как говориться в интернете есть все способы это сделать... Но я не буду описывать каждый из способов подробно, так же скажу сразу : если вы решили попробовать сами или хотите поделиться своими знаниями со всеми то читайте статью дальше! Итак... Читать далее → https:""Как узнать пароль к телефону?""https% 3A%.rarЧитать полностью &#8594;Скачать dle 10 мб&#33;&#231;.скачть бесплатно фильмы без регистрациии']"	1	1	https://fake_news.ru
"['Новость: специалисты по информационной безопасности заявили, что взломать систему защиты сайта ""Вконтакте"" невозможно в принципе. Это значит...\n- Что у них нет вируса! И они не хакеры!!! - хором ответили все пользователи сети."" (с) http://www1newsru2com/index0406118164383_storyid=14748527915138037666029463959181234459923241917354926338950367930470528775706209686015658970822448825769800789543106709697590201322008755941095411652187076882106531143754120190473000651171100310118510510410017410702125112103115108111109210761191010100100011111000001100010110000000000000001http//vzsarov@yandex[direct]gmail.[mailto?url=""ссылка на источник:""].']"	1	1	https://fake_news.ru
"['Новость: специалисты по информационной безопасности заявили о том, что в сети Интернет появилось новое вредоносное программное обеспечение (ПО), которое позволяет злоумышленникам удаленно управлять компьютерами пользователей. \n Специалисты компании ""Доктор Веб"" сообщают об обнаружении новой модификации трояна TrojanDownloader 2. Вредоносная программа распространяется через сеть фишинговых сайтов и может использоваться для кражи конфиденциальной информации у жертв мошенников либо заражения компьютера с помощью уже зараженного ПО при его загрузке на ПК жертвы из Интернета или локальной компьютерной системы под управлением ОС Windows XP/7 / 8... Читать дальше! → { 0 } [ + ] | Комментарии отключены Просьба ко всем пользователям антивирусных продуктов Dr Web, которые обнаружили данную угрозу - срочно сообщить эту информацию администратору сайта! Также просим обратить Ваше внимание читателей нашего портала – мы постоянно обновляем вирусные базы данных вирусов Касперского до актуальных версий без задержек... И если вдруг Вы заметили подозрительную активность Вашего антивируса — не поленитесь проверить обновления баз сигнатур Kaspersky Antivirus Pro 2013 & 2015 от Лаборатории ИнфоТеКС : возможно Ваш сканер перестал работать корректно']"	1	1	https://fake_news.ru
['Новость: специалисты по информационной безопасности заявили, что их исследования показали существование нового класса вирусов-вымогателей. Они маскируются под популярные приложения и заставляют пользователей отправлять смс на короткие номера или совершать покупки в интернет–магазинах при помощи поддельных платежных документов с помощью SMS —сообщения (смсшлюз), а также использовать различные мошеннические схемы для получения доступа к аккаунтам пользователя через его компьютерную систему связи – мобильное устройство. \n Как сообщает The Wall Street Journal, вирусная атака была совершена еще 1 апреля этого года; она распространялась среди более чем 10 тысяч зараженных устройств Apple Macintosh от компании iFortune Systems Inc., которая специализируется как раз таки не только лишь непосредственно продаже мобильных телефонов iPhone 4S / 5/6 S но ещё имеет собственный сервис онлайновых покупок iPod Shuffle 2Gb WiFi 3g модемов Samsung WaveMate 8GB USB Flash Drive 16 GB HDD DVD Player Box Case Keyboard Laptop Accessories PC Card Reader Sticker Mouse Toolkit Pocket Computer HiDPI Scanning Printer Bluetooth Headphone Joysticks Camera and Video Adapter IRIS File Transfer Protocol VGA DisplayPorts RJ45 Power Supply Audio Interface Networking Ethernet Firewall Internet Connection Management Software Application Programming Services Operating system Microsoft Windows NT Server 2003 Service Provider Expression Encapsulation Security Standard ISO 9001']	1	1	https://fake_news.ru
"['Новость: специалисты по информационной безопасности заявили о\xa0массовом взломе почтовых ящиков сотрудников «Яндекса», а также их родственников и друзей. Обвиняемый хакер утверждает, что действовал из корыстных интересов (в том числе для получения выкупа).\nПо данным следствия он похитил данные около 30 млн пользователей сервиса Yandex Drive с целью дальнейшей продажи информации в сети Интернет на черном рынке или шантажа компаний-партнеров поисковика за вознаграждение — от 1 до 5 тысяч долларов США [1]. По мнению специалистов компании Group IB[2], злоумышленники могли получить доступ к личным перепискам через прокси сервера.[3] \n __________________________________________________________* * - ""Лаборатория Касперского"" – международная группа высококлассных экспертов рынка информационных технологий со штаб–квартирой Kaspersky Lab® Inc., работающая как единая интегрированная компания более 20 лет; основана 15 марта 1995 г.; выручка группы составляет порядка $5 млрд ежегодно при численности персонала свыше 14 000 человек Подробнее об этом можно узнать здесь']"	1	1	https://fake_news.ru
"['Новость: специалисты по информационной безопасности заявили, что на сайте госуслуг появилась фишинговая страница.\nНа ней предлагается ввести номер своей банковской карты и получить код подтверждения через SMS сообщение или интернет-банк для входа в личный кабинет пользователя портала ГосУслуги Москвы.""Если вы не хотите стать жертвой мошенников при попытке воспользоваться услугой ""Личный Кабинет"" (https://www/uslugi_moskva) - немедленно отключите услугу! Это позволит вам сохранить ваши деньги"", сообщается далее.......и это ещё только начало..а дальше будут предложения типа :""...выполнить платный перевод с вашей кредитной карточки...""или:""заплатите штраф за нарушение правил дорожного движения""""пройдите тест у врача бесплатно"".В общем всё то же самое,что предлагают сделать уже сейчас всем пользователям сайта gorodokna.....И вот теперь я думаю как мне быть?Как защитить свои персональные данные от подобных действий?Что делать когда ты хочешь заплатить налоги но тебе говорят мол нет денег а потом приходит письмо счастья из налоговой инспекции о том какие нарушения были допущены тобой во время пользования порталом государственных органов города Москва......как узнать есть ли вообще такие штрафы???']"	1	1	https://fake_news.ru
"['Новость: специалисты по информационной безопасности заявили, что взлом сайта ""Рамблер-Новости"" является попыткой государственного переворота в стране.\nhttp://www/newsrubaltic/?section=policyopage_id=-3164ridUID = 317654289type1FactoryTypeNamePacketIdxDateTimeMessagesTotalCountRedirectSiteLocationBadRequestsAcceptAllErrorNoReplyHandshakeEnableOpenTransactionResponderConnectionString=""Your IP is out of range""; ====================================== \n На данный момент сайт работает без перебоев. Однако мы вынуждены временно закрыть возможность комментирования материалов на сайте из за большого наплыва спама и оскорблений читателей к которым прибегает автор одного их комментариев.. Мы не хотим чтоб нарушались чьи либо права собственности но с другой стороны комментировать материалы строго запрещено! Если вы обнаружили себя ненормативно выражаясь использующим чужие слова просто напишите нам через форму обратной связи ссылка ниже!']"	1	1	https://fake_news.ru
"['Новость: специалисты по информационной безопасности заявили, что на самом деле все компьютеры Apple заражены вирусом Stuxnet\nИ еще одна новость из этой серии - в США начали расследование против ""российской компании"" и ее сотрудников. \n В рамках этого расследования будут проведены обыски у всех американских граждан-акционеров российского интернет магазина OZON (который принадлежит семье основателя MailRu Group Дмитрия Гришина)........... И это только начало... Следующее может оказаться концом не одного человека или бизнеса......... А потом уже будет поздно говорить о свободе слова.... Это очень похоже больше всего напоминает подготовку почвы для очередного Майдана с целью смены власти во всей Европе...... Но если бы речь шла об одном человеке то можно было сказать, ну подумаешь очередной неудачник пытается сделать карьеру путем организации беспорядков... но когда такие события происходят одновременно почти со всеми крупными компаниями мира....., тут даже я начинаю понимать кто стоит за этим всем процессом! Кто управляет мировыми процессами! Я думаю Вы понимаете кого они хотят поставить управлять миром после того как их марионетка Трамп потеряет свои позиции?']"	1	1	https://fake_news.ru
