News	InfSec	FAKE?	Link
['Новость: специалисты по информационной безопасности заявили о\xa0масштабе атаки.\nВ результате хакерской активности, осуществлённой в ночь на вторник группой неизвестных лиц под руководством российского гражданина Александра Петрова и сотрудника ГРУ России Руслана Боширова (настоящее имя — Анатолий Чепига) были похищены данные более чем 100 тысяч пользователей соцсети Facebook из Германии; также злоумышленникам удалось получить доступ к аккаунтам около 20-ти миллионов других интернетчиков[2]. \n _____ * - В статье использованы материалы расследования немецкой газеты Bild am Sonntag от 29 июня 2016 года.]. На момент написания этой заметки было известно об инциденте с жертвами двух россиян у берегов Великобритании только со слов самих жертв.[3][4] По данным издания Spiegel Online,[5], Петров является сотрудником Главного управления Генерального штаба Вооружённых сил РФ Министерства обороны Российской Федерации.] а его коллега Руслан Геремеев был задержан британскими правоохранительными органами ещё летом 2014 году вместе во своим другом Зауром Дадаевым после убийства Бориса Немцова..']	1	1	https://fake_news.ru
"['Новость: специалисты по информационной безопасности заявили, что на самом деле в России не существует никакого закона о блоггерах и они вообще ничего об этом законе знать НЕ ДОЛЖНЫ.\nА есть лишь некая ""презумция невиновности"". И если кто-то из пользователей ЖЖ вдруг захочет подать жалобу - ему никто даже слушать ее толком будет... А вот когда какой нибудь депутат Госдумы или сенатор обратится к ним с просьбой проверить законность действий того самого депутата (или Сенатора), тут им придется очень постараться для выяснения истины! \n _____________________________________И еще один момент.... Если у нас все так хорошо со свободой слова как утверждают чиновники от СМИ, то почему же до сих пор ни разу за последние 10 лет нам нигде официально этого права законодательно (!)не дали? Ведь именно этим правом мы пользуемся постоянно уже более 5(!!!)лет.. Почему это делается без каких либо официальных заявлений властей????? Или власть сама знает ответ?... Тогда какого хрена она делает вид будто его НЕТ????!!""']"	1	1	https://fake_news.ru
"['Новость: специалисты по информационной безопасности заявили о том, что хакеры взломали сайт компании «МегаФон» и разместили в нём вирус под названием Zello (Зелло).\nХакерские группы из России уже опубликовало несколько десятков видеороликов с записью разговора сотрудников сотовой связи Мегафон. В одном видео сотрудники говорят об уязвимостях системы защиты от несанкционированного доступа к данным пользователей сети оператора через интернет посредством использования мобильных телефонов или устройств на базе Android-смартфонов для передачи информации без ведома владельцев смартфонов/телефонах абонентов мобильной связь ""Мобильный банк"". \xa0\n\xa0В другом ролике сотрудник сообщает сотруднику отдела продаж информацию конфиденциально - якобы ему удалось перехватить разговор между двумя абонентами одной фирмы которая торгует мобильниками за границу. Сотрудник утверждает,что у него имеется доступ не только ко внутренней переписке менеджеров этой организации но он также может читать SMS сообщений клиентов которые находятся далеко заграницей...и т д..... И так далее.... \n Как вы понимаете это всё делается чтобы украсть деньги со счета ваших родных людей!']"	1	1	https://fake_news.ru
"['Новость: специалисты по информационной безопасности заявили, что хакеры научились взламывать компьютеры и похищать данные с помощью вируса WannaCry. \n\nА теперь вопрос на миллион долларов... ))))))))))))))))) А зачем они это сделали?))))))))))))) ) Ну да ладно.... Это уже не важно))))))). Главное-то другое!!!!))))))) Как думаете - ЧТО им надо было сделать??? )))))) Что бы их поймали?))) Или чтобы у них все получилось?)) Вот интересно мне стало... ))) Интересно узнать ваше мнение...))) И как вы считаете, какие еще есть варианты???! (ну кроме банального ""зайти в интернет"" или просто выйти из дома?) )) Может быть я ошибаюсь?... Но вот лично меня этот вирус поразил своей простотой! Не знаю даже почему так вышло...) Я его вообще раньше никогда нигде ни видела!) Он был написан специально для России!))) Для нашей страны он самый простой!!! В нем нет ничего такого особенного!! Просто обычный антивирусный софт!)) Все гениальное действительно простое!!!!! Даже удивительно то КАК такой сложный механизм мог написать кто попало(не программисты конечно)... а обычные пользователи интернета!.. ну те которые заходят через браузер например!... Они ведь тоже могут создать свой компьютер сами себе?.. Так неужели же за всю свою историю существования человечество до сих пор НИКОГДА НЕ СМОТРЕЛО НА СОДЕРЖИМЫЙ УГОЛКОМ ЗЕМЛИ МИР ТАК ГЛУПО,,КАК МЫ???? Да мы могли придумать столько сложнейших вещей.....и при этом совершенно безмозгло ими пользоваться......Вот представьте себя если вам дали пульт управления от космического корабля........вы можете управлять полетом этого самого огромного звездного тела!!!!!!!! Вы способны заставить светится солнце вокруг Земли................Или остановить движение земли под вами во время землетрясения................................Ну разве такое возможно? Конечно НЕТ!!! Если ты управляешь таким огромным кораблем....ты должен знать о том какая опасность может тебя там поджидать! Ты обязан уметь ее предвидеть!! Ведь тебе доверили управление огромной машиной которую можно взорвет одним нажатием кнопки пальца руки человек']"	1	1	https://fake_news.ru
"['Новость: специалисты по информационной безопасности заявили, что в течение ближайших пяти лет хакеры получат возможность взламывать смартфоны и планшеты. В качестве доказательства они продемонстрировали видеоролик на YouTube под названием ""Взлом смартфона с помощью вируса"", сообщает The Guardian со ссылкой статью журналиста Майкла Хоува (Michael Hawes) о технологии взлома смартфонов от группы исследователей из Университета Карнеги — Меллон /Carnegie Mellon University/."" \n\nИсточник информации : https://habr-bloggercom/?p=5141 ====== = http//newsru_worldviews... Оригинал записи целиком здесь --- Конец света близок или как я его вижу? - часть 5... Читать новость полностью ----- Начало цикла статей про конец Света можно прочитать тут [ссылка заблокирована]. Статья называется Как будет выглядеть наш мир после конца Светы??? И вот продолжение статьи Почему мы все умрем?! Часть 4, а так же начало части 1.... Продолжение этой темы Вы можете найти ЗДЕСЬ!!! == Источник новости сайт newsland[2].']"	1	1	https://fake_news.ru
"['Новость: специалисты по информационной безопасности заявили об атаке хакеров из КНДР. \n\nА вот и сам вирус, который распространяется посредством рассылки спама в виде СМС с вложением вируса-трояна ""SmsMaster"", представляющего собой исполняемый файл размером более 1 МБ (для сравнения - размер файла троянской программы составляет всего лишь 0 КБ). Трояну присваивается имя SMS Master (""Мастер сообщений""), он способен загружаться на компьютеры под управлением Windows XP/Vista / 7 или Mac OS 9x без каких либо дополнительных настроек системы заражать их через сеть интернет при отправке сообщения типа «Hello world!». После запуска программа создает ярлык для последующего открытия окна приветствия во время работы браузера Internet Explorer 8; также она может запускнуться непосредственно со страницы сайта компании MailRu Group http://mailru...✂. __ В результате выполнения этой команды создается копия базы данных MS Outlook 2003 Express Server c именем mail_mail@domain1, которая сохраняется у пользователя до перезапуска компьютера.""']"	1	1	https://fake_news.ru
"['Новость: специалисты по информационной безопасности заявили об угрозах для смартфонов с Windows 8.1 и Android, в том числе со стороны вирусов семейства Trojan-SMS \n\nВ последнее время все чаще звучат тревожные сообщения о распространении новых компьютерных вредоносных программ — троянов под видом сообщений от пользователей мобильных устройств или приложений из App Store (для ОС на базе ядра Linux). Эксперты компании ""Доктор Веб"" отмечают рост числа подобных атак за последние два года почти вдвое.""На сегодняшний день мы можем говорить не только лишь про распространение нового поколения ботнетов типа SmsTorrent"", - сообщил директор отдела исследований киберугроз Александр Лямин во вторник журналистам РИА Новости после заседания рабочей группы экспертного совета при правительстве России.- Мы наблюдаем увеличение количества таких заражений до нескольких сотен тысяч ежедневно"".По его словам антивирусная программа DrWEB позволяет обнаруживать такие угрозы еще задолго заранее – она способна определять их присутствие уже спустя 10 минут нахождения мобильного устройства рядом c компьютером пользователя без установки специального дополнительного ПО.— Это означает возможность своевременной защиты своих гаджетовых платформ как минимум у трети населения страны...— У половины наших респондентов есть смартфоны разных типов,— отметил АЛаминов.-- И если бы они были защищены должным образом хотябы одной популярной программой такого класса это было очень важно""- сказал руководитель Аналитического центра InfoSecurity Дмитрий Голованов.']"	1	1	https://fake_news.ru
"['Новость: специалисты по информационной безопасности заявили, что хакеры из России могут получить доступ к данным о кредитных картах американцев и пользователей социальных сетей.\nВ связи с этим я решил проверить информацию на предмет ее подлинности... \n.................А потом подумал-подумал - да ладно! Это все же шутка была.. Ну или фейк :) А если серьезно? Может быть действительно есть такая угроза в наше время?? И стоит ли бояться этой угрозы??? Вот как вы думаете?) Я вот думаю точно так) Если бы эта новость появилась лет 20 назад (ну не знаю сколько там прошло), то это было очень страшно))) Но сейчас уже можно жить без страха!) Так ведь?)) Да)) Поэтому надо просто относиться ко всему проще ;) Ведь мы живем именно сегодня!!! Не нужно думать про завтра!)) Оно само наступит)))) Как говорится:""Все течет"" ))) Все меняется!! В том числе люди...) Люди меняются постоянно!.. Мы сами меняемся каждый день...))) То вверх идем,то вниз ) Главное помнить об этом всегда ;о)))))']"	1	1	https://fake_news.ru
"['Новость: специалисты по информационной безопасности заявили, что взломали iPhone 4 и iPad 2.\nСсылка на новость - http://www3-news5472159/20130120_vzlomali__iapadii4---✂#comment298397141. _______________________________________________ \n В связи с вышеизложенным прошу Вас провести проверку законности деятельности данного информационного агентства ""Новости России"". Прошу принять меры прокурорского реагирования к должностным лицам этого СМИ за нарушение закона в отношении журналистов! При необходимости привлечь виновных лиц как минимум административной ответственности или возбудить уголовное дело о клевете!!! С уважением Александр Сотников (Алексеев) г Москва! +79166120077!!! Оригинал записи опубликован Информбюро СТАЛИНГРАД : Новости сегодня (@diveevoo). Вы можете прокомментировать здесь либо тут."" Источник информации для написания данной статьи найден у пользователя alexsword Ссылка взята отсюда... Powered by WordPress and the Atahualpa Theme']"	1	1	https://fake_news.ru
"['Новость: специалисты по информационной безопасности заявили, что в сети появился новый троян под названием Trojan.PWSHELL_1. Он предназначен для кражи данных и может нанести ущерб компьютерам с Windows XPS/7 или Linux-системами; \n - В США на базе Федерального управления авиации (FAA) был проведен тестовый прогон системы автоматического перехвата спутникового сигнала GPS, который позволит отслеживать перемещения любых объектов во времени — от человека до ракеты ; • Американские ученые разработали методику получения изображений из рентгеновских снимков мозга людей без хирургического вмешательства при помощи компьютера : они создали программу Photosense 2D которая анализирует изображение человеческого лица через сеть Интернет со скоростью 100 000 кадров секунду за раз! Это значит каждый день мы можем получать новые фотографии нашего собственного ""Я""; Подробнее об этой технологии можно узнать здесь... Читать дальше → } {{news| news | Новости науки || Дата публикации новости ==> 14 января 2011 года}} //////////////// ******* [[Участник обсуждения]]']"	1	1	https://fake_news.ru
"['Новость: специалисты по информационной безопасности заявили о наличии вируса для мобильных телефонов.\nИмя автора не сообщается, а вот название - ""Siri"" уже известно (по крайней мере в России). _______________________________________________ \n * В некоторых странах вирус был назван именем президента США Барака Обамы и имел номер 1/10666 от его имени на английском языке (""Barack Obama"").* На самом деле имя было другим – Barry Sterling Pearson; оно использовалось с целью скрыть факт заражения смартфона под видом обычного приложения Sirius Mobile Services Appliance («App-наживка» или «Приложение софт») [1]. Вирус мог использоваться как вредоносный код при отправке сообщений из телефона жертвы через Интернет[2]. Однако он также может быть запущен самим пользователем после установки стороннего ПО вроде Skype® Connectivity Toolkit.[3][4], что является нарушением законодательства об авторских правах Microsoft Corporation за использование названия продукта без разрешения правообладателя.]']"	1	1	https://fake_news.ru
['Новость: специалисты по информационной безопасности заявили, что в России появилась новая угроза. На этот раз она не связана ни с хакерской деятельностью самих пользователей Сети или компаний и правительственных ведомств США (хотя такие случаи также имели место быть), но исходит из самого Кремля - Кремль начал активно внедрять вредоносные компьютерные вирусы на компьютеры граждан страны под видом «железа».\nКак сообщают эксперты антивирусной компании Eset, российские кибершпионы используют вирусописатели для распространения компьютерных вирусов среди российских госструктур. Вредоносное ПО внедряется как через электронную почту от сотрудников организаций-партнеров ФСБ РФ («Лаборатория Касперского» называет эти организации партнерами ), так же посредством почтовых сообщений внутри государственных структур – например почты министерства обороны Российской Федерации(Минобороны). Кроме того злоумышленники рассылают зараженные письма государственным служащим других стран мира при помощи международных спаммерских сетей Gmail/Yahoo Mail / Google Hangouts/. \n _____________________________________________________________«СМИ о нас», №2 2010г., стр 211']	1	1	https://fake_news.ru
